rider_id,total_trips,total_spend_usd,avg_trip_fare_usd,first_trip_date,last_trip_date
R0057885,0,0.0,,,
R0050372,2,0.0,46.57,2020-12-20,2023-04-13
R0021727,0,0.0,,,
R0062467,0,0.0,,,
R0036687,1,0.0,75.21,2025-05-18,2025-05-18
R0057674,1,0.0,21.45,2023-10-20,2023-10-20
R0011342,0,0.0,,,
R0053434,0,0.0,,,
R0047936,0,0.0,,,
R0017958,0,0.0,,,
R0034762,1,0.0,16.71,2021-02-15,2021-02-15
R0037296,1,0.0,46.65,2024-07-15,2024-07-15
R0070247,0,0.0,,,
R0024331,0,0.0,,,
R0030647,0,0.0,,,
R0049146,0,0.0,,,
R0054848,0,0.0,,,
R0044440,3,0.0,75.14,2020-08-11,2023-08-26
R0045415,1,0.0,61.23,2020-06-17,2020-06-17
R0023985,0,0.0,,,
R0060749,0,0.0,,,
R0060921,1,0.0,73.73,2025-04-08,2025-04-08
R0056396,0,0.0,,,
R0016099,0,0.0,,,
R0043848,0,0.0,,,
R0038165,1,0.0,73.21,2022-06-25,2022-06-25
R0010085,0,0.0,,,
R0030126,1,0.0,18.46,2022-12-26,2022-12-26
R0002418,0,0.0,,,
R0032433,0,0.0,,,
R0068621,0,0.0,,,
R0036490,0,0.0,,,
R0062769,2,0.0,70.525,2024-02-02,2024-04-24
R0067539,2,36.85,35.769999999999996,2020-12-09,2021-07-12
R0032776,1,0.0,36.72,2024-02-11,2024-02-11
R0048946,2,0.0,66.58500000000001,2020-03-17,2021-07-04
R0074466,0,0.0,,,
R0037733,0,0.0,,,
R0066442,1,0.0,62.03,2021-01-16,2021-01-16
R0068400,0,0.0,,,
R0062767,1,0.0,58.93,2020-02-23,2020-02-23
R0033584,2,0.0,35.435,2020-03-24,2024-03-22
R0073223,0,0.0,,,
R0063889,0,0.0,,,
R0054728,0,0.0,,,
R0036161,0,0.0,,,
R0004173,0,0.0,,,
R0006455,1,0.0,92.5,2022-12-08,2022-12-08
R0072853,1,27.34,27.34,2025-09-16,2025-09-16
R0019850,1,0.0,82.19,2020-10-03,2020-10-03
R0033426,0,0.0,,,
R0031700,0,0.0,,,
R0037462,0,0.0,,,
R0048357,0,0.0,,,
R0052665,3,0.0,38.74,2021-02-03,2024-10-28
R0011406,0,0.0,,,
R0030529,1,0.0,23.19,2024-10-24,2024-10-24
R0000362,0,0.0,,,
R0045505,1,0.0,37.97,2025-07-09,2025-07-09
R0053888,0,0.0,,,
R0018564,2,0.0,55.065,2023-08-24,2025-12-28
R0057009,1,0.0,19.66,2025-07-17,2025-07-17
R0059796,0,0.0,,,
R0020772,0,0.0,,,
R0030690,1,0.0,54.94,2020-12-06,2020-12-06
R0004206,0,0.0,,,
R0010064,0,0.0,,,
R0052409,0,0.0,,,
R0038409,2,0.0,61.17999999999999,2024-04-21,2025-11-19
R0031453,1,0.0,71.3,2022-09-01,2022-09-01
R0067037,2,0.0,78.66,2020-08-02,2023-08-16
R0035503,0,0.0,,,
R0011457,1,0.0,80.13,2023-09-25,2023-09-25
R0004196,1,27.52,27.52,2025-07-28,2025-07-28
R0003950,0,0.0,,,
R0072997,0,0.0,,,
R0038649,0,0.0,,,
R0034699,0,0.0,,,
R0064127,0,0.0,,,
R0070362,0,0.0,,,
R0010838,0,0.0,,,
R0024945,0,0.0,,,
R0016807,0,0.0,,,
R0016180,0,0.0,,,
R0040742,0,0.0,,,
R0018426,0,0.0,,,
R0020217,0,0.0,,,
R0021983,2,0.0,44.285,2020-04-07,2022-12-11
R0071049,0,0.0,,,
R0017980,0,0.0,,,
R0051937,0,0.0,,,
R0062061,0,0.0,,,
R0029326,0,0.0,,,
R0047602,0,0.0,,,
R0055051,0,0.0,,,
R0010312,0,0.0,,,
R0044922,0,0.0,,,
R0046523,1,0.0,17.49,2022-03-13,2022-03-13
R0020870,0,0.0,,,
R0007242,0,0.0,,,
R0034350,1,0.0,42.05,2021-03-13,2021-03-13
R0022147,1,0.0,41.31,2023-12-05,2023-12-05
R0053928,0,0.0,,,
R0043465,0,0.0,,,
R0026274,0,0.0,,,
R0009743,0,0.0,,,
R0034297,0,0.0,,,
R0042779,0,0.0,,,
R0072667,0,0.0,,,
R0006062,0,0.0,,,
R0045497,0,0.0,,,
R0006938,0,0.0,,,
R0006131,0,0.0,,,
R0064140,0,0.0,,,
R0068033,0,0.0,,,
R0053247,0,0.0,,,
R0046112,1,0.0,50.27,2024-01-27,2024-01-27
R0026822,0,0.0,,,
R0046003,1,0.0,29.58,2023-03-05,2023-03-05
R0043821,1,0.0,32.43,2025-07-04,2025-07-04
R0021326,0,0.0,,,
R0069595,1,0.0,51.92,2024-08-02,2024-08-02
R0048712,0,0.0,,,
R0070300,0,0.0,,,
R0018335,0,0.0,,,
R0032981,1,0.0,63.44,2024-03-06,2024-03-06
R0027884,0,0.0,,,
R0036851,0,0.0,,,
R0018321,0,0.0,,,
R0052985,0,0.0,,,
R0009067,0,0.0,,,
R0017176,0,0.0,,,
R0027614,0,0.0,,,
R0041591,0,0.0,,,
R0028610,0,0.0,,,
R0029354,0,0.0,,,
R0028197,2,84.63,57.425,2023-05-05,2025-09-23
R0022835,1,0.0,57.16,2022-07-02,2022-07-02
R0063160,0,0.0,,,
R0039324,0,0.0,,,
R0047787,0,0.0,,,
R0066467,0,0.0,,,
R0030016,0,0.0,,,
R0027060,1,0.0,79.28,2022-05-27,2022-05-27
R0074915,0,0.0,,,
R0013984,1,0.0,35.84,2020-06-26,2020-06-26
R0042909,1,0.0,72.32,2025-05-21,2025-05-21
R0038573,0,0.0,,,
R0055661,0,0.0,,,
R0021989,1,0.0,59.06,2024-05-03,2024-05-03
R0067142,0,0.0,,,
R0064674,1,0.0,28.92,2020-12-11,2020-12-11
R0038350,1,0.0,79.54,2025-10-27,2025-10-27
R0020031,0,0.0,,,
R0049312,1,0.0,51.3,2025-12-26,2025-12-26
R0029338,0,0.0,,,
R0033927,0,0.0,,,
R0069036,0,0.0,,,
R0046745,0,0.0,,,
R0010140,0,0.0,,,
R0072226,0,0.0,,,
R0065528,2,0.0,68.17999999999999,2021-07-11,2023-10-22
R0000082,0,0.0,,,
R0019763,1,0.0,26.59,2022-10-15,2022-10-15
R0019284,0,0.0,,,
R0065066,1,0.0,35.17,2025-10-11,2025-10-11
R0024607,1,0.0,76.46,2022-12-08,2022-12-08
R0059848,0,0.0,,,
R0023293,1,0.0,63.3,2024-11-28,2024-11-28
R0002843,1,0.0,17.37,2024-03-22,2024-03-22
R0008609,0,0.0,,,
R0060753,0,0.0,,,
R0055562,0,0.0,,,
R0018144,1,0.0,56.43,2022-03-04,2022-03-04
R0010734,1,0.0,68.41,2022-05-28,2022-05-28
R0064223,0,0.0,,,
R0055865,0,0.0,,,
R0009742,1,0.0,53.94,2020-02-12,2020-02-12
R0028034,4,0.0,49.975,2021-05-02,2025-09-23
R0003796,0,0.0,,,
R0064650,0,0.0,,,
R0043864,0,0.0,,,
R0048999,1,0.0,57.89,2022-08-02,2022-08-02
R0054675,2,0.0,65.375,2022-06-26,2025-06-11
R0015655,0,0.0,,,
R0070786,1,0.0,61.3,2025-02-01,2025-02-01
R0035353,0,0.0,,,
R0054047,0,0.0,,,
R0069749,0,0.0,,,
R0001453,0,0.0,,,
R0068793,0,0.0,,,
R0021103,0,0.0,,,
R0048103,0,0.0,,,
R0024786,0,0.0,,,
R0046694,0,0.0,,,
R0061455,2,0.0,74.63,2024-07-08,2025-12-06
R0049413,0,0.0,,,
R0041928,0,0.0,,,
R0064128,0,0.0,,,
R0023757,0,0.0,,,
R0021627,0,0.0,,,
R0060086,0,0.0,,,
R0013587,1,0.0,62.1,2022-09-27,2022-09-27
R0015488,1,0.0,69.0,2022-03-09,2022-03-09
R0031236,2,0.0,81.11,2022-07-18,2024-08-20
R0046582,0,0.0,,,
R0058793,1,0.0,30.16,2021-10-01,2021-10-01
R0022425,1,0.0,70.13,2021-10-27,2021-10-27
R0028303,0,0.0,,,
R0055430,0,0.0,,,
R0040349,0,0.0,,,
R0025552,0,0.0,,,
R0014269,0,0.0,,,
R0062620,1,0.0,45.16,2020-10-06,2020-10-06
R0059565,1,0.0,22.91,2020-08-04,2020-08-04
R0050481,0,0.0,,,
R0022769,0,0.0,,,
R0054372,0,0.0,,,
R0019815,1,0.0,11.28,2023-07-09,2023-07-09
R0009871,0,0.0,,,
R0015825,0,0.0,,,
R0060280,1,0.0,104.17,2021-08-20,2021-08-20
R0057514,0,0.0,,,
R0027510,0,0.0,,,
R0012757,0,0.0,,,
R0002516,2,0.0,53.25,2023-04-01,2023-10-06
R0059687,0,0.0,,,
R0028076,2,0.0,20.655,2024-05-01,2025-11-03
R0034583,0,0.0,,,
R0040593,0,0.0,,,
R0015317,0,0.0,,,
R0015341,0,0.0,,,
R0072152,0,0.0,,,
R0034021,1,64.19,64.19,2024-02-12,2024-02-12
R0024341,0,0.0,,,
R0003542,0,0.0,,,
R0066649,2,0.0,43.11,2021-03-23,2025-11-12
R0023889,0,0.0,,,
R0065108,1,0.0,55.29,2020-12-19,2020-12-19
R0038318,0,0.0,,,
R0065207,0,0.0,,,
R0068014,1,0.0,55.69,2020-03-14,2020-03-14
R0057088,0,0.0,,,
R0066236,3,0.0,44.60666666666666,2020-04-03,2023-09-14
R0028432,0,0.0,,,
R0011927,2,0.0,63.724999999999994,2021-09-08,2023-02-13
R0071953,0,0.0,,,
R0014398,1,0.0,22.56,2023-11-16,2023-11-16
R0059425,0,0.0,,,
R0058971,0,0.0,,,
R0060614,1,84.05,84.05,2025-03-27,2025-03-27
R0021398,1,0.0,29.62,2024-04-01,2024-04-01
R0002554,1,0.0,54.21,2020-06-05,2020-06-05
R0073914,0,0.0,,,
R0029352,0,0.0,,,
R0013974,1,0.0,11.87,2023-05-27,2023-05-27
R0045398,2,0.0,35.945,2020-01-12,2023-05-12
R0018939,1,0.0,26.2,2025-09-24,2025-09-24
R0043776,0,0.0,,,
R0003700,1,0.0,55.37,2021-06-23,2021-06-23
R0047286,0,0.0,,,
R0068690,1,0.0,23.95,2023-05-13,2023-05-13
R0053322,1,0.0,67.03,2025-11-26,2025-11-26
R0061363,0,0.0,,,
R0018029,0,0.0,,,
R0065796,1,0.0,49.66,2023-01-21,2023-01-21
R0052573,0,0.0,,,
R0027866,0,0.0,,,
R0061570,1,0.0,23.85,2022-10-18,2022-10-18
R0054031,0,0.0,,,
R0003426,1,0.0,66.15,2021-07-26,2021-07-26
R0004763,0,0.0,,,
R0074421,0,0.0,,,
R0003565,0,0.0,,,
R0048179,1,0.0,51.64,2023-06-03,2023-06-03
R0041472,1,0.0,45.64,2024-06-25,2024-06-25
R0012438,1,0.0,40.61,2020-06-09,2020-06-09
R0025668,0,0.0,,,
R0065361,1,0.0,63.83,2023-03-13,2023-03-13
R0060322,0,0.0,,,
R0032315,1,0.0,47.66,2020-08-09,2020-08-09
R0049674,1,0.0,52.71,2024-01-08,2024-01-08
R0072526,0,0.0,,,
R0012876,0,0.0,,,
R0039046,0,0.0,,,
R0015140,0,0.0,,,
R0055799,0,0.0,,,
R0023892,0,0.0,,,
R0070973,1,0.0,56.27,2021-06-04,2021-06-04
R0001326,0,0.0,,,
R0045461,0,0.0,,,
R0067366,0,0.0,,,
R0069710,1,0.0,96.27,2021-06-04,2021-06-04
R0061797,0,0.0,,,
R0016620,0,0.0,,,
R0032356,1,0.0,68.73,2021-07-11,2021-07-11
R0047714,1,0.0,45.44,2022-11-18,2022-11-18
R0073566,2,78.16,49.81,2020-12-14,2022-06-01
R0042506,0,0.0,,,
R0063467,0,0.0,,,
R0066848,0,0.0,,,
R0038657,0,0.0,,,
R0071842,0,0.0,,,
R0042124,1,0.0,71.7,2023-05-23,2023-05-23
R0074680,1,0.0,46.48,2020-01-07,2020-01-07
R0067811,1,0.0,33.43,2022-12-05,2022-12-05
R0067339,1,0.0,71.33,2020-08-21,2020-08-21
R0050692,0,0.0,,,
R0014859,0,0.0,,,
R0030664,0,0.0,,,
R0048323,0,0.0,,,
R0033982,0,0.0,,,
R0001146,1,52.45,52.45,2024-06-08,2024-06-08
R0057187,1,0.0,40.86,2022-12-03,2022-12-03
R0032477,0,0.0,,,
R0056590,0,0.0,,,
R0038290,0,0.0,,,
R0010714,0,0.0,,,
R0037403,0,0.0,,,
R0056398,1,0.0,50.86,2023-01-16,2023-01-16
R0055540,0,0.0,,,
R0022202,2,0.0,28.75,2020-09-26,2021-08-09
R0045853,0,0.0,,,
R0059018,0,0.0,,,
R0058471,1,0.0,63.54,2020-10-07,2020-10-07
R0034497,0,0.0,,,
R0023393,0,0.0,,,
R0059003,1,0.0,60.29,2024-04-15,2024-04-15
R0070382,0,0.0,,,
R0022212,0,0.0,,,
R0013761,0,0.0,,,
R0034217,1,0.0,61.18,2021-10-03,2021-10-03
R0044987,1,0.0,55.78,2020-05-17,2020-05-17
R0026295,0,0.0,,,
R0035026,0,0.0,,,
R0029830,0,0.0,,,
R0025979,0,0.0,,,
R0054830,0,0.0,,,
R0056487,0,0.0,,,
R0030944,0,0.0,,,
R0012988,1,0.0,25.05,2023-04-02,2023-04-02
R0000709,0,0.0,,,
R0026287,1,0.0,28.42,2024-08-01,2024-08-01
R0042822,0,0.0,,,
R0033227,2,0.0,37.69,2020-08-28,2025-12-11
R0074121,0,0.0,,,
R0040094,3,0.0,54.60666666666666,2020-12-18,2025-12-21
R0015540,1,0.0,44.89,2021-08-22,2021-08-22
R0018649,0,0.0,,,
R0069537,0,0.0,,,
R0050206,0,0.0,,,
R0053719,1,0.0,29.09,2022-05-16,2022-05-16
R0030482,0,0.0,,,
R0009809,1,0.0,35.23,2021-12-01,2021-12-01
R0052064,0,0.0,,,
R0026682,0,0.0,,,
R0046428,1,0.0,42.73,2024-08-08,2024-08-08
R0007329,0,0.0,,,
R0062010,1,0.0,51.5,2025-01-17,2025-01-17
R0051428,2,0.0,56.815,2023-08-23,2024-08-17
R0033261,0,0.0,,,
R0042258,1,0.0,64.38,2021-11-19,2021-11-19
R0029375,0,0.0,,,
R0042532,1,0.0,62.31,2022-02-24,2022-02-24
R0062181,0,0.0,,,
R0027086,0,0.0,,,
R0002979,0,0.0,,,
R0010475,0,0.0,,,
R0004314,0,0.0,,,
R0042188,0,0.0,,,
R0014434,0,0.0,,,
R0008122,0,0.0,,,
R0067689,1,0.0,56.49,2025-10-26,2025-10-26
R0068158,0,0.0,,,
R0011288,0,0.0,,,
R0017253,1,50.01,50.01,2024-09-08,2024-09-08
R0002184,1,0.0,21.89,2024-02-13,2024-02-13
R0037821,2,0.0,47.06,2024-05-07,2025-09-06
R0057242,0,0.0,,,
R0035231,0,0.0,,,
R0003669,1,0.0,97.66,2020-12-17,2020-12-17
R0048760,0,0.0,,,
R0050286,2,0.0,74.31,2024-03-14,2025-11-24
R0029458,1,0.0,69.03,2021-10-17,2021-10-17
R0051517,0,0.0,,,
R0014193,0,0.0,,,
R0026084,1,0.0,60.58,2024-01-01,2024-01-01
R0045034,0,0.0,,,
R0040518,0,0.0,,,
R0041850,0,0.0,,,
R0061765,1,0.0,125.16,2020-04-19,2020-04-19
R0062803,1,0.0,73.11,2020-04-05,2020-04-05
R0042177,0,0.0,,,
R0036588,0,0.0,,,
R0018273,0,0.0,,,
R0003756,0,0.0,,,
R0069339,0,0.0,,,
R0061212,0,0.0,,,
R0051001,0,0.0,,,
R0072714,0,0.0,,,
R0066616,0,0.0,,,
R0050869,0,0.0,,,
R0007739,0,0.0,,,
R0010185,1,0.0,44.71,2020-07-10,2020-07-10
R0018547,0,0.0,,,
R0036771,0,0.0,,,
R0074802,0,0.0,,,
R0052903,0,0.0,,,
R0017532,0,0.0,,,
R0035031,0,0.0,,,
R0023912,2,69.15,62.59,2023-12-14,2024-02-04
R0043385,0,0.0,,,
R0069641,1,0.0,65.75,2020-08-07,2020-08-07
R0065384,0,0.0,,,
R0072700,0,0.0,,,
R0049407,0,0.0,,,
R0026690,0,0.0,,,
R0008013,0,0.0,,,
R0029447,0,0.0,,,
R0018152,1,0.0,93.43,2025-02-27,2025-02-27
R0022866,0,0.0,,,
R0049025,0,0.0,,,
R0072869,0,0.0,,,
R0015703,0,0.0,,,
R0060327,0,0.0,,,
R0042011,0,0.0,,,
R0054608,0,0.0,,,
R0020922,0,0.0,,,
R0047809,2,0.0,39.239999999999995,2021-03-04,2021-07-14
R0001739,0,0.0,,,
R0038529,0,0.0,,,
R0070996,1,0.0,28.4,2022-02-11,2022-02-11
R0029125,0,0.0,,,
R0055137,0,0.0,,,
R0026008,0,0.0,,,
R0055211,0,0.0,,,
R0029222,0,0.0,,,
R0020668,0,0.0,,,
R0023555,1,0.0,75.17,2025-02-17,2025-02-17
R0070379,0,0.0,,,
R0029677,0,0.0,,,
R0051275,0,0.0,,,
R0001912,0,0.0,,,
R0030047,0,0.0,,,
R0036018,0,0.0,,,
R0029399,2,0.0,42.0,2020-03-02,2021-02-10
R0005310,0,0.0,,,
R0055506,0,0.0,,,
R0003917,1,0.0,79.81,2020-04-14,2020-04-14
R0010348,1,0.0,68.13,2021-01-15,2021-01-15
R0048458,0,0.0,,,
R0047311,1,0.0,88.01,2023-07-25,2023-07-25
R0054425,0,0.0,,,
R0035872,1,0.0,48.62,2024-01-19,2024-01-19
R0044732,0,0.0,,,
R0056088,1,0.0,82.36,2022-04-07,2022-04-07
R0030621,0,0.0,,,
R0032835,1,0.0,87.99,2024-05-06,2024-05-06
R0009858,0,0.0,,,
R0059251,0,0.0,,,
R0063114,0,0.0,,,
R0021346,0,0.0,,,
R0058015,0,0.0,,,
R0024028,0,0.0,,,
R0046928,0,0.0,,,
R0028740,0,0.0,,,
R0041444,1,0.0,27.37,2024-01-24,2024-01-24
R0040194,0,0.0,,,
R0021087,0,0.0,,,
R0069210,0,0.0,,,
R0043104,0,0.0,,,
R0038363,0,0.0,,,
R0042276,0,0.0,,,
R0066423,0,0.0,,,
R0029626,0,0.0,,,
R0015833,0,0.0,,,
R0031489,0,0.0,,,
R0035546,0,0.0,,,
R0071306,0,0.0,,,
R0065948,1,0.0,50.66,2021-09-15,2021-09-15
R0056027,1,0.0,33.67,2020-04-03,2020-04-03
R0061574,1,0.0,43.83,2021-06-28,2021-06-28
R0006708,0,0.0,,,
R0033391,1,0.0,89.41,2025-01-16,2025-01-16
R0051715,0,0.0,,,
R0037751,0,0.0,,,
R0017784,1,0.0,34.53,2022-08-25,2022-08-25
R0066451,0,0.0,,,
R0065141,0,0.0,,,
R0015197,0,0.0,,,
R0013976,0,0.0,,,
R0049918,1,37.21,37.21,2023-06-22,2023-06-22
R0011034,0,0.0,,,
R0028856,1,0.0,64.84,2025-12-05,2025-12-05
R0070234,0,0.0,,,
R0040191,0,0.0,,,
R0029970,0,0.0,,,
R0041431,1,0.0,62.01,2023-11-07,2023-11-07
R0042554,0,0.0,,,
R0037913,1,0.0,74.21,2025-12-16,2025-12-16
R0013667,0,0.0,,,
R0062237,0,0.0,,,
R0059978,0,0.0,,,
R0032198,0,0.0,,,
R0014134,0,0.0,,,
R0019248,0,0.0,,,
R0023980,1,0.0,22.72,2024-12-01,2024-12-01
R0011158,0,0.0,,,
R0042060,0,0.0,,,
R0010697,0,0.0,,,
R0061998,0,0.0,,,
R0004827,0,0.0,,,
R0010081,0,0.0,,,
R0035810,1,0.0,30.63,2024-10-25,2024-10-25
R0006298,1,0.0,44.4,2024-05-01,2024-05-01
R0029806,1,0.0,52.98,2020-07-27,2020-07-27
R0064718,0,0.0,,,
R0015646,0,0.0,,,
R0043002,0,0.0,,,
R0038738,0,0.0,,,
R0061269,1,0.0,72.76,2023-07-07,2023-07-07
R0048620,1,0.0,42.2,2023-11-28,2023-11-28
R0058304,0,0.0,,,
R0062553,0,0.0,,,
R0073284,0,0.0,,,
R0066220,0,0.0,,,
R0051711,0,0.0,,,
R0008952,1,0.0,35.52,2021-05-19,2021-05-19
R0016563,1,0.0,20.51,2020-12-26,2020-12-26
R0013478,0,0.0,,,
R0055292,0,0.0,,,
R0020879,0,0.0,,,
R0040732,0,0.0,,,
R0050933,0,0.0,,,
R0063979,0,0.0,,,
R0009435,0,0.0,,,
R0004124,0,0.0,,,
R0062526,1,0.0,69.15,2022-02-02,2022-02-02
R0016262,0,0.0,,,
R0053181,0,0.0,,,
R0048962,0,0.0,,,
R0039920,0,0.0,,,
R0006807,1,0.0,58.07,2025-09-01,2025-09-01
R0036151,1,0.0,66.75,2025-08-13,2025-08-13
R0058168,1,0.0,34.6,2023-01-15,2023-01-15
R0072942,1,0.0,34.92,2023-12-18,2023-12-18
R0006297,1,0.0,43.52,2021-05-16,2021-05-16
R0005636,1,0.0,37.48,2024-04-06,2024-04-06
R0010930,0,0.0,,,
R0021568,1,0.0,51.85,2024-05-16,2024-05-16
R0055794,0,0.0,,,
R0002100,0,0.0,,,
R0010779,0,0.0,,,
R0053884,0,0.0,,,
R0030562,0,0.0,,,
R0060556,0,0.0,,,
R0014631,1,0.0,88.8,2021-08-07,2021-08-07
R0023571,1,0.0,65.77,2022-03-01,2022-03-01
R0047501,0,0.0,,,
R0005303,1,0.0,15.01,2023-03-27,2023-03-27
R0005027,0,0.0,,,
R0068820,0,0.0,,,
R0010853,1,0.0,35.93,2024-12-01,2024-12-01
R0017674,2,0.0,69.28999999999999,2022-06-26,2022-09-21
R0045285,0,0.0,,,
R0041749,0,0.0,,,
R0061289,0,0.0,,,
R0033945,0,0.0,,,
R0015069,2,0.0,41.184999999999995,2022-09-05,2025-10-28
R0060287,0,0.0,,,
R0020791,0,0.0,,,
R0049370,0,0.0,,,
R0034377,0,0.0,,,
R0010063,0,0.0,,,
R0046463,0,0.0,,,
R0035631,0,0.0,,,
R0000703,0,0.0,,,
R0036140,0,0.0,,,
R0064745,0,0.0,,,
R0058429,1,0.0,42.4,2022-05-14,2022-05-14
R0043278,1,0.0,77.75,2023-03-03,2023-03-03
R0004019,0,0.0,,,
R0072557,0,0.0,,,
R0018627,0,0.0,,,
R0058180,0,0.0,,,
R0046761,1,0.0,66.22,2022-11-06,2022-11-06
R0011937,0,0.0,,,
R0070116,2,0.0,71.53,2020-07-05,2021-07-26
R0034026,1,0.0,13.44,2024-06-03,2024-06-03
R0031261,0,0.0,,,
R0016881,0,0.0,,,
R0043003,1,0.0,41.4,2024-06-05,2024-06-05
R0070556,1,0.0,58.59,2022-05-03,2022-05-03
R0024682,0,0.0,,,
R0027974,0,0.0,,,
R0011267,0,0.0,,,
R0009529,0,0.0,,,
R0048479,0,0.0,,,
R0026474,0,0.0,,,
R0053732,0,0.0,,,
R0044647,0,0.0,,,
R0009086,0,0.0,,,
R0071954,0,0.0,,,
R0005465,0,0.0,,,
R0055449,0,0.0,,,
R0060583,1,0.0,57.42,2020-06-03,2020-06-03
R0059555,0,0.0,,,
R0039486,0,0.0,,,
R0002729,1,0.0,33.17,2025-09-11,2025-09-11
R0010634,1,0.0,45.22,2021-09-01,2021-09-01
R0042890,0,0.0,,,
R0039125,0,0.0,,,
R0003549,0,0.0,,,
R0018988,0,0.0,,,
R0028084,0,0.0,,,
R0060479,0,0.0,,,
R0019321,1,0.0,94.21,2022-06-02,2022-06-02
R0028575,0,0.0,,,
R0052587,2,0.0,41.135,2020-09-07,2024-12-18
R0028909,1,0.0,25.26,2022-08-14,2022-08-14
R0006376,0,0.0,,,
R0019441,0,0.0,,,
R0029173,0,0.0,,,
R0071576,0,0.0,,,
R0049980,1,0.0,101.69,2020-07-04,2020-07-04
R0030808,0,0.0,,,
R0016479,0,0.0,,,
R0074840,0,0.0,,,
R0072863,0,0.0,,,
R0046848,0,0.0,,,
R0011592,0,0.0,,,
R0039464,1,0.0,65.62,2025-08-17,2025-08-17
R0040140,0,0.0,,,
R0053308,0,0.0,,,
R0031345,0,0.0,,,
R0034344,0,0.0,,,
R0046171,0,0.0,,,
R0062270,0,0.0,,,
R0022155,0,0.0,,,
R0032389,0,0.0,,,
R0029396,0,0.0,,,
R0021422,1,0.0,48.96,2021-03-03,2021-03-03
R0042907,0,0.0,,,
R0019525,0,0.0,,,
R0018134,0,0.0,,,
R0072988,0,0.0,,,
R0008033,0,0.0,,,
R0038912,0,0.0,,,
R0046557,1,0.0,44.54,2025-11-03,2025-11-03
R0001446,0,0.0,,,
R0006735,1,0.0,41.66,2020-12-26,2020-12-26
R0033964,1,0.0,97.02,2025-10-25,2025-10-25
R0073323,0,0.0,,,
R0016504,0,0.0,,,
R0003454,0,0.0,,,
R0034700,0,0.0,,,
R0057665,0,0.0,,,
R0014564,0,0.0,,,
R0024180,0,0.0,,,
R0020594,0,0.0,,,
R0017417,1,0.0,44.35,2021-11-27,2021-11-27
R0063675,0,0.0,,,
R0059961,0,0.0,,,
R0028258,2,0.0,51.365,2021-09-05,2022-02-08
R0009092,0,0.0,,,
R0064317,0,0.0,,,
R0060637,0,0.0,,,
R0069663,0,0.0,,,
R0043484,4,188.01999999999998,60.345,2023-04-28,2025-10-23
R0005621,1,0.0,73.32,2025-02-14,2025-02-14
R0013071,1,0.0,92.31,2021-12-03,2021-12-03
R0069215,0,0.0,,,
R0031061,1,0.0,50.26,2023-01-13,2023-01-13
R0008197,0,0.0,,,
R0041915,0,0.0,,,
R0006304,1,0.0,35.48,2020-07-27,2020-07-27
R0054415,1,0.0,42.55,2025-05-14,2025-05-14
R0074196,0,0.0,,,
R0066754,0,0.0,,,
R0041305,0,0.0,,,
R0000458,0,0.0,,,
R0036107,0,0.0,,,
R0000723,0,0.0,,,
R0011503,0,0.0,,,
R0042513,1,0.0,25.65,2022-03-13,2022-03-13
R0066929,2,0.0,71.75,2020-08-19,2024-09-05
R0006777,0,0.0,,,
R0006388,0,0.0,,,
R0031131,0,0.0,,,
R0008867,0,0.0,,,
R0036067,0,0.0,,,
R0071287,0,0.0,,,
R0041219,1,0.0,14.9,2023-12-28,2023-12-28
R0003977,0,0.0,,,
R0038764,1,0.0,51.2,2022-10-23,2022-10-23
R0012430,0,0.0,,,
R0021868,1,0.0,63.86,2020-04-06,2020-04-06
R0026981,0,0.0,,,
R0072206,0,0.0,,,
R0022916,2,0.0,42.25,2020-03-07,2023-12-24
R0039363,0,0.0,,,
R0007506,0,0.0,,,
R0054567,1,0.0,24.07,2024-12-24,2024-12-24
R0067470,0,0.0,,,
R0036654,2,23.61,28.055,2020-01-18,2025-02-16
R0042078,0,0.0,,,
R0065622,0,0.0,,,
R0054696,0,0.0,,,
R0007349,0,0.0,,,
R0049941,0,0.0,,,
R0053070,0,0.0,,,
R0057578,0,0.0,,,
R0070725,2,0.0,16.69,2024-02-12,2025-06-27
R0005677,0,0.0,,,
R0064100,1,0.0,57.22,2024-05-09,2024-05-09
R0068477,0,0.0,,,
R0008796,0,0.0,,,
R0067935,0,0.0,,,
R0060272,1,0.0,30.23,2025-06-16,2025-06-16
R0059465,0,0.0,,,
R0025247,0,0.0,,,
R0043846,1,35.47,35.47,2021-12-23,2021-12-23
R0027563,0,0.0,,,
R0061272,0,0.0,,,
R0050944,0,0.0,,,
R0030982,1,0.0,43.63,2022-05-23,2022-05-23
R0000530,0,0.0,,,
R0054410,0,0.0,,,
R0034194,0,0.0,,,
R0056737,1,0.0,83.22,2020-04-21,2020-04-21
R0055595,0,0.0,,,
R0035123,0,0.0,,,
R0065714,0,0.0,,,
R0067763,0,0.0,,,
R0020572,0,0.0,,,
R0065816,0,0.0,,,
R0009334,0,0.0,,,
R0017747,0,0.0,,,
R0063101,0,0.0,,,
R0001109,1,35.29,35.29,2024-01-03,2024-01-03
R0024893,0,0.0,,,
R0041911,1,0.0,29.02,2023-12-11,2023-12-11
R0068665,1,0.0,70.1,2025-11-23,2025-11-23
R0014313,1,0.0,39.62,2023-08-21,2023-08-21
R0047345,0,0.0,,,
R0029356,1,0.0,29.88,2024-05-18,2024-05-18
R0001005,0,0.0,,,
